Trip ID,Subscription (Y or N),ADA/Non,Anchor,RequestTime,PCAs,Companions,ServiceAnimal,PickHouseNumber,PickAddress1,Pickcity,pickzip,DropHouseNumber,DropAddress1,Dropcity,DropZip,PickFullAddress,DropFullAddress,PickGeo,DropGeo
1730,N,ADA,P,11:45 AM,0,0,Y,107,GARLAND ST,EVERETT,2149,19,SUMMER ST,EVERETT,2149,"107 GARLAND ST, EVERETT, 2149","19 SUMMER ST, EVERETT, 2149","42.40941369999999,-71.0388043","42.40841959999999,-71.0527571"
1731,N,ADA,A,2:30 PM,0,0,N,47,BRATLEY ST,MELROSE,2176,822,BOYLSTON ST,BOSTON,2199,"47 BRATLEY ST, MELROSE, 2176","822 BOYLSTON ST, BOSTON, 2199","42.4441199,-71.05132429999999","42.3481606,-71.0823478"
1732,N,ADA,P,5:45 PM,0,0,N,817,BOYLSTON ST,BOSTON,2199,42,BRATLEY ST,MELROSE,2176,"817 BOYLSTON ST, BOSTON, 2199","42 BRATLEY ST, MELROSE, 2176","42.3488956,-71.0824216","42.4443979,-71.0513489"
1733,N,ADA,P,3:30 PM,0,0,N,277,Prospect St,NORWOOD,2062,126,WARREN AVE,HYDE PARK,2136,"277 Prospect St, NORWOOD, 2062","126 WARREN AVE, HYDE PARK, 2136","42.1988342,-71.20851309999999","42.2488839,-71.1127741"
1734,N,ADA,P,11:00 AM,0,0,N,128,WARREN AVE,HYDE PARK,2136,279,Prospect St,NORWOOD,2062,"128 WARREN AVE, HYDE PARK, 2136","279 Prospect St, NORWOOD, 2062","42.2488313,-71.11271959999999","42.1988123,-71.2085209"
1735,N,ADA,A,12:00 PM,0,0,N,77,SIERRA RD,HYDE PARK,2136,295,INDEPENDENCE DR,WEST ROXBURY,2132,"77 SIERRA RD, HYDE PARK, 2136","295 INDEPENDENCE DR, WEST ROXBURY, 2132","42.2369829,-71.12642749999999","42.2961189,-71.157792"
1736,N,ADA,P,1:00 PM,0,0,N,295,INDEPENDENCE DR,WEST ROXBURY,2132,77,SIERRA RD,HYDE PARK,2136,"295 INDEPENDENCE DR, WEST ROXBURY, 2132","77 SIERRA RD, HYDE PARK, 2136","42.2961189,-71.157792","42.2369829,-71.12642749999999"
1737,N,ADA,P,7:40 PM,0,0,N,9,Community Rd,MARBLEHEAD,1945,515,REVERE BEACH BLVD,REVERE,2151,"9 Community Rd, MARBLEHEAD, 1945","515 REVERE BEACH BLVD, REVERE, 2151","42.4848238,-70.8738832","42.4288055,-70.9796046"
1738,N,ADA,A,1:15 PM,0,0,N,514,REVERE BEACH BLVD,REVERE,2151,8,Community Rd,MARBLEHEAD,1945,"514 REVERE BEACH BLVD, REVERE, 2151","8 Community Rd, MARBLEHEAD, 1945","42.4287405,-70.9792509","41.781501,-88.1120507"
1739,N,ADA,A,6:00 PM,0,0,N,113,DEVIR ST,MALDEN,2148,82,PRINCE ST,BOSTON,2113,"113 DEVIR ST, MALDEN, 2148","82 PRINCE ST, BOSTON, 2113","42.41611,-71.0815216","42.3653224,-71.05581289999999"
1740,N,ADA,P,10:15 PM,0,0,N,87,PRINCE ST,BOSTON,2113,118,DEVIR ST,MALDEN,2148,"87 PRINCE ST, BOSTON, 2113","118 DEVIR ST, MALDEN, 2148","42.3654968,-71.055959","42.4159157,-71.081768"
1741,N,ADA,A,9:00 AM,0,0,N,413,FRANKLIN ST,CAMBRIDGE,2139,1495,CAMBRIDGE ST,CAMBRIDGE,2139,"413 FRANKLIN ST, CAMBRIDGE, 2139","1495 CAMBRIDGE ST, CAMBRIDGE, 2139","42.36670669999999,-71.1089397","42.3742229,-71.1047002"
1742,N,ADA,P,2:30 PM,0,0,N,20,McGrath Hwy,SOMERVILLE,2143,417,FRANKLIN ST,CAMBRIDGE,2139,"20 McGrath Hwy, SOMERVILLE, 2143","417 FRANKLIN ST, CAMBRIDGE, 2139","42.37354029999999,-71.0862016","42.3667527,-71.1090275"
1743,Y,ADA,P,11:00 AM,0,0,N,41,KNEELAND ST,BOSTON,2111,28,DUNBARTON RD,QUINCY,2170,"41 KNEELAND ST, BOSTON, 2111","28 DUNBARTON RD, QUINCY, 2170","42.3505044,-71.0617937","42.2720474,-71.01913139999999"
1744,Y,ADA,A,7:00 AM,0,0,N,23,DUNBARTON RD,QUINCY,2170,36,KNEELAND ST,BOSTON,2111,"23 DUNBARTON RD, QUINCY, 2170","36 KNEELAND ST, BOSTON, 2111","42.2717739,-71.0189015","42.3508738,-71.0618266"
1746,N,ADA,A,5:00 PM,0,0,N,93,Colon St,BEVERLY,1915,333,BROOKLINE AVE,FENWAY,2215,"93 Colon St, BEVERLY, 1915","333 BROOKLINE AVE, FENWAY, 2215","42.5608588,-70.8741955","42.3402523,-71.1058517"
1747,N,Non-ADA,P,8:15 PM,0,0,N,332,BROOKLINE AVE,FENWAY,2215,247,ESSEX ST,BEVERLY,1915,"332 BROOKLINE AVE, FENWAY, 2215","247 ESSEX ST, BEVERLY, 1915","42.3400141,-71.1061026","42.5650396,-70.8627194"
1748,N,ADA,P,7:00 AM,0,0,N,771,CENTRE ST,NEWTON,2458,85,PEQUIT ST,CANTON,2021,"771 CENTRE ST, NEWTON, 2458","85 PEQUIT ST, CANTON, 2021","42.3451443,-71.1899823","42.1590443,-71.1405815"
1749,N,ADA,P,10:15 AM,0,0,N,893,Commonwealth Ave,BOSTON,2215,126,Grove St,WEST ROXBURY,2132,"893 Commonwealth Ave, BOSTON, 2215","126 Grove St, WEST ROXBURY, 2132","42.3519517,-71.1160391","42.265151,-71.15808"
1750,N,ADA,A,6:00 AM,0,0,N,122,Grove St,WEST ROXBURY,2132,889,Commonwealth Ave,BOSTON,2215,"122 Grove St, WEST ROXBURY, 2132","889 Commonwealth Ave, BOSTON, 2215","42.2656748,-71.1591978","42.3519308,-71.1158662"
1751,Y,ADA,A,7:30 AM,0,0,N,64,DIX ST,DORCHESTER,2122,19,NEW SUDBURY ST,BOSTON,2114,"64 DIX ST, DORCHESTER, 2122","19 NEW SUDBURY ST, BOSTON, 2114","42.2958466,-71.0588992","43.0751244,-70.7647787"
1752,Y,ADA,P,4:00 PM,0,0,N,19,NEW SUDBURY ST,BOSTON,2114,64,DIX ST,DORCHESTER,2122,"19 NEW SUDBURY ST, BOSTON, 2114","64 DIX ST, DORCHESTER, 2122","43.0751244,-70.7647787","42.2958466,-71.0588992"
1755,N,ADA,A,9:00 AM,0,0,N,188,PARSONS ST,BRIGHTON,2135,337,MOUNT AUBURN ST,CAMBRIDGE,2138,"188 PARSONS ST, BRIGHTON, 2135","337 MOUNT AUBURN ST, CAMBRIDGE, 2138","42.35582970000001,-71.156787","42.3750219,-71.13552630000001"
1756,N,ADA,P,11:30 AM,0,0,N,333,MOUNT AUBURN ST,CAMBRIDGE,2138,184,PARSONS ST,BRIGHTON,2135,"333 MOUNT AUBURN ST, CAMBRIDGE, 2138","184 PARSONS ST, BRIGHTON, 2135","42.3750116,-71.1352675","42.3556853,-71.1566978"
1757,N,ADA,A,6:00 PM,0,0,N,186,PARSONS ST,BRIGHTON,2135,335,MOUNT AUBURN ST,CAMBRIDGE,2138,"186 PARSONS ST, BRIGHTON, 2135","335 MOUNT AUBURN ST, CAMBRIDGE, 2138","42.3557718,-71.1567402","42.3750215,-71.13551629999999"
1758,N,ADA,P,7:10 PM,0,0,N,333,MOUNT AUBURN ST,CAMBRIDGE,2138,184,PARSONS ST,BRIGHTON,2135,"333 MOUNT AUBURN ST, CAMBRIDGE, 2138","184 PARSONS ST, BRIGHTON, 2135","42.3750116,-71.1352675","42.3556853,-71.1566978"
1759,N,ADA,A,3:00 PM,0,0,N,520,AUBURN ST,AUBURNDALE,2466,163,Wells Ave,NEWTON,2459,"520 AUBURN ST, AUBURNDALE, 2466","163 Wells Ave, NEWTON, 2459","42.3448261,-71.2546989","42.2936347,-71.1973422"
1760,N,Non-ADA,P,9:30 PM,0,0,N,7,Burlington Mall Rd,BURLINGTON,1803,17,PROSPECT ST,TOPSFIELD,1983,"7 Burlington Mall Rd, BURLINGTON, 1803","17 PROSPECT ST, TOPSFIELD, 1983","42.4910679,-71.19533360000001","42.6373574,-70.953897"
1761,N,Non-ADA,A,12:00 PM,0,0,N,18,PROSPECT ST,TOPSFIELD,1983,487,MAPLE ST,DANVERS,1923,"18 PROSPECT ST, TOPSFIELD, 1983","487 MAPLE ST, DANVERS, 1923","42.6367526,-70.9538135","42.5867727,-70.9708581"
1762,N,Non-ADA,P,1:15 PM,0,0,N,482,MAPLE ST,DANVERS,1923,13,PROSPECT ST,TOPSFIELD,1983,"482 MAPLE ST, DANVERS, 1923","13 PROSPECT ST, TOPSFIELD, 1983","42.58512289999999,-70.97027489999999","42.6372095,-70.9532515"
1763,N,Non-ADA,A,5:30 PM,0,0,N,16,PROSPECT ST,TOPSFIELD,1983,6,Burlington Mall Rd,BURLINGTON,1803,"16 PROSPECT ST, TOPSFIELD, 1983","6 Burlington Mall Rd, BURLINGTON, 1803","42.6365531,-70.9535307","42.49141059999999,-71.1942225"
1764,N,ADA,A,2:00 PM,0,0,N,165,HAMILTON ST,SAUGUS,1906,177,Union St,LYNN,1901,"165 HAMILTON ST, SAUGUS, 1906","177 Union St, LYNN, 1901","42.463005,-70.9952627","42.467071,-70.94208499999999"
1765,N,ADA,P,3:15 PM,0,0,N,177,Union St,LYNN,1901,165,HAMILTON ST,SAUGUS,1906,"177 Union St, LYNN, 1901","165 HAMILTON ST, SAUGUS, 1906","42.467071,-70.94208499999999","42.463005,-70.9952627"
1766,N,ADA,A,6:45 AM,0,0,N,7,WOLCOTT TER,SAUGUS,1906,103,SCHOOL ST,REVERE,2151,"7 WOLCOTT TER, SAUGUS, 1906","103 SCHOOL ST, REVERE, 2151","42.4517066,-71.01354599999999","42.4117216,-71.0095446"
1767,N,ADA,P,1:00 PM,0,0,N,802,Concord Ave,CAMBRIDGE,2138,494,HUNTINGTON AVE,BOSTON,2115,"802 Concord Ave, CAMBRIDGE, 2138","494 HUNTINGTON AVE, BOSTON, 2115","42.3859559,-71.1388722","42.3376806,-71.0953242"
1768,N,ADA,P,9:30 AM,0,0,N,495,HUNTINGTON AVE,BOSTON,2115,803,Concord Ave,CAMBRIDGE,2138,"495 HUNTINGTON AVE, BOSTON, 2115","803 Concord Ave, CAMBRIDGE, 2138","42.3380465,-71.095389","42.3914722,-71.155672"
1769,N,ADA,A,10:45 AM,0,0,N,10,ADMIRALS WAY,CHELSEA,2150,6,BINNEY ST,FENWAY,2115,"10 ADMIRALS WAY, CHELSEA, 2150","6 BINNEY ST, FENWAY, 2115","42.389759,-71.04645769999999","42.3359457,-71.1085784"
1770,N,ADA,P,12:45 PM,0,0,N,6,BINNEY ST,FENWAY,2115,10,ADMIRALS WAY,CHELSEA,2150,"6 BINNEY ST, FENWAY, 2115","10 ADMIRALS WAY, CHELSEA, 2150","42.3359457,-71.1085784","42.389759,-71.04645769999999"
1771,N,ADA,A,6:00 AM,0,0,N,1061,MAIN ST,WAKEFIELD,1880,48,ALBANY ST,CAMBRIDGE,2139,"1061 MAIN ST, WAKEFIELD, 1880","48 ALBANY ST, CAMBRIDGE, 2139","42.4795107,-71.0643135","42.361597,-71.0936801"
1772,N,ADA,P,12:45 PM,0,0,N,49,ALBANY ST,CAMBRIDGE,2139,1062,MAIN ST,WAKEFIELD,1880,"49 ALBANY ST, CAMBRIDGE, 2139","1062 MAIN ST, WAKEFIELD, 1880","42.361767,-71.0942506","42.47985449999999,-71.0638377"
1773,N,ADA,A,10:54 AM,0,0,N,1863,BEACON ST,BROOKLINE,2445,616,WASHINGTON ST,BRIGHTON,2135,"1863 BEACON ST, BROOKLINE, 2445","616 WASHINGTON ST, BRIGHTON, 2135","42.33653229999999,-71.1463133","42.3504742,-71.16795499999999"
1774,N,ADA,P,11:54 AM,0,0,N,618,WASHINGTON ST,BRIGHTON,2135,1865,BEACON ST,BROOKLINE,2445,"618 WASHINGTON ST, BRIGHTON, 2135","1865 BEACON ST, BROOKLINE, 2445","42.3506277,-71.167892","42.3365535,-71.1464271"
1775,N,ADA,A,10:45 AM,0,0,N,2051,DORCHESTER AVE,DORCHESTER CENTER,2124,333,GROVE ST,NEWTON,2462,"2051 DORCHESTER AVE, DORCHESTER CENTER, 2124","333 GROVE ST, NEWTON, 2462","42.2800176,-71.06590659999999","42.3375722,-71.2516781"
1776,N,ADA,P,2:45 PM,0,0,N,335,GROVE ST,NEWTON,2462,2053,DORCHESTER AVE,DORCHESTER CENTER,2124,"335 GROVE ST, NEWTON, 2462","2053 DORCHESTER AVE, DORCHESTER CENTER, 2124","42.33644959999999,-71.2541592","42.2799814,-71.0659168"
1777,N,ADA,A,12:00 PM,1,0,N,911,MAIN ST,MELROSE,2176,566,Squire Rd,REVERE,2151,"911 MAIN ST, MELROSE, 2176","566 Squire Rd, REVERE, 2151","42.4657399,-71.06132900000001","42.428752,-71.0160908"
1778,N,ADA,P,4:00 PM,1,0,N,566,Squire Rd,REVERE,2151,911,MAIN ST,MELROSE,2176,"566 Squire Rd, REVERE, 2151","911 MAIN ST, MELROSE, 2176","42.428752,-71.0160908","42.4657399,-71.06132900000001"
1779,N,ADA,A,3:00 PM,0,0,N,11,SOUTHBOURNE RD,JAMAICA PLAIN,2130,20,PARKMAN ST,BOSTON,2114,"11 SOUTHBOURNE RD, JAMAICA PLAIN, 2130","20 PARKMAN ST, BOSTON, 2114","42.289666,-71.1174619","42.36219,-71.0673123"
1780,N,ADA,P,7:00 PM,0,0,N,17,PARKMAN ST,BOSTON,2114,8,SOUTHBOURNE RD,JAMAICA PLAIN,2130,"17 PARKMAN ST, BOSTON, 2114","8 SOUTHBOURNE RD, JAMAICA PLAIN, 2130","42.36219029999999,-71.06728269999999","42.2902339,-71.1175271"
1781,N,ADA,P,3:00 PM,1,0,N,158,WASHINGTON ST,QUINCY,2169,11,MOSCOW ST,QUINCY,2171,"158 WASHINGTON ST, QUINCY, 2169","11 MOSCOW ST, QUINCY, 2171","42.2501881,-70.9967427","42.2746436,-71.0274701"
1782,N,Non-ADA,P,12:15 PM,0,0,N,336,GROVE ST,NEWTON,2462,15,Russet Ct,LINCOLN,1773,"336 GROVE ST, NEWTON, 2462","15 Russet Ct, LINCOLN, 1773","42.3366728,-71.2519209","42.3433663,-71.4006672"
1783,N,Non-ADA,A,5:15 PM,0,0,N,17,Russet Ct,LINCOLN,1773,338,GROVE ST,NEWTON,2462,"17 Russet Ct, LINCOLN, 1773","338 GROVE ST, NEWTON, 2462","42.3433587,-71.4004989","42.3366669,-71.2519244"
1784,N,ADA,P,12:15 PM,0,0,N,468,Central St,SAUGUS,1906,82,GROVE ST,MELROSE,2176,"468 Central St, SAUGUS, 1906","82 GROVE ST, MELROSE, 2176","42.4529155,-71.0070059","42.4536922,-71.0648417"
1785,N,ADA,A,11:15 AM,0,0,N,86,GROVE ST,MELROSE,2176,472,Central St,SAUGUS,1906,"86 GROVE ST, MELROSE, 2176","472 Central St, SAUGUS, 1906","42.4536952,-71.0647951","42.4525937,-71.007031"
1786,N,Non-ADA,A,11:30 AM,0,0,N,5,LAUREL ST,EVERETT,2149,8,Clinton Rd,PEABODY,1960,"5 LAUREL ST, EVERETT, 2149","8 Clinton Rd, PEABODY, 1960","42.4057418,-71.06308659999999","42.56156319999999,-71.0194966"
1787,N,ADA,P,9:00 PM,0,0,N,29,WORCESTER LN,WALTHAM,2451,77,FAIRVIEW AVE,BELMONT,2478,"29 WORCESTER LN, WALTHAM, 2451","77 FAIRVIEW AVE, BELMONT, 2478","42.3892733,-71.24104969999999","42.3790986,-71.16004509999999"
1789,N,ADA,P,6:15 PM,0,0,N,243,HARVARD ST,CAMBRIDGE,2139,631,HIGH ST,MEDFORD,2155,"243 HARVARD ST, CAMBRIDGE, 2139","631 HIGH ST, MEDFORD, 2155","42.3682591,-71.1009442","42.4208806,-71.1412935"
1790,N,ADA,P,4:30 PM,0,0,N,242,Lowell St,PEABODY,1960,43,MOORE ST,EAST BOSTON,2128,"242 Lowell St, PEABODY, 1960","43 MOORE ST, EAST BOSTON, 2128","42.53205380000001,-70.94524630000001","42.3831413,-71.01876290000001"
1791,N,ADA,A,11:00 AM,0,0,N,41,MOORE ST,EAST BOSTON,2128,240,Lowell St,PEABODY,1960,"41 MOORE ST, EAST BOSTON, 2128","240 Lowell St, PEABODY, 1960","42.3831646,-71.01877859999999","42.5319109,-70.9447574"
1792,N,ADA,A,10:00 AM,0,0,N,194,BURRILL ST,SWAMPSCOTT,1907,470,CENTRAL ST,SAUGUS,1906,"194 BURRILL ST, SWAMPSCOTT, 1907","470 CENTRAL ST, SAUGUS, 1906","42.473493,-70.9217322","42.4526077,-71.00702"
1793,N,ADA,P,2:55 PM,0,0,N,471,CENTRAL ST,SAUGUS,1906,195,BURRILL ST,SWAMPSCOTT,1907,"471 CENTRAL ST, SAUGUS, 1906","195 BURRILL ST, SWAMPSCOTT, 1907","42.4526906,-71.0070985","42.473427,-70.92131599999999"
1794,N,ADA,A,7:00 PM,0,0,N,285,MARKET ST,BRIGHTON,2135,14,Argyle St,DORCHESTER,2124,"285 MARKET ST, BRIGHTON, 2135","14 Argyle St, DORCHESTER, 2124","42.3531425,-71.1514621","42.288415,-71.0655627"
1795,N,ADA,P,8:30 PM,0,0,N,15,Argyle St,DORCHESTER,2124,286,MARKET ST,BRIGHTON,2135,"15 Argyle St, DORCHESTER, 2124","286 MARKET ST, BRIGHTON, 2135","42.2887662,-71.0655206","42.352914,-71.1508623"
1796,Y,ADA,P,5:35 AM,0,0,N,68,TEMPLE ST,READING,1867,135,BROOKLINE AVE,BOSTON,2215,"68 TEMPLE ST, READING, 1867","135 BROOKLINE AVE, BOSTON, 2215","42.5210115,-71.1158323","42.345707,-71.1014703"
1797,N,ADA,P,4:30 PM,0,0,N,140,BROOKLINE AVE,BOSTON,2215,73,TEMPLE ST,READING,1867,"140 BROOKLINE AVE, BOSTON, 2215","73 TEMPLE ST, READING, 1867","42.34443,-71.101434","42.5209811,-71.1164392"
1798,N,ADA,A,10:00 AM,1,0,N,24,SUFFOLK ST,MALDEN,2148,26,Washington Sq,SALEM,1970,"24 SUFFOLK ST, MALDEN, 2148","26 Washington Sq, SALEM, 1970","42.4253536,-71.05296799999999","42.5239187,-70.8905125"
1799,N,ADA,P,1:00 PM,1,0,N,25,Washington Sq,SALEM,1970,23,SUFFOLK ST,MALDEN,2148,"25 Washington Sq, SALEM, 1970","23 SUFFOLK ST, MALDEN, 2148","42.524079,-70.89071799999999","42.4255612,-71.05331149999999"
1800,N,ADA,A,1:15 PM,0,0,N,43,Campanelli Dr,BRAINTREE,2184,124,GRANDVIEW DR,BRAINTREE,2184,"43 Campanelli Dr, BRAINTREE, 2184","124 GRANDVIEW DR, BRAINTREE, 2184","42.20299259999999,-71.0261194","42.2195159,-71.0319238"
1801,N,ADA,P,5:00 PM,0,0,N,123,GRANDVIEW DR,BRAINTREE,2184,78,RHODES CIR,HINGHAM,2043,"123 GRANDVIEW DR, BRAINTREE, 2184","78 RHODES CIR, HINGHAM, 2043","42.2192624,-71.03258559999999","42.2449537,-70.915354"
1802,Y,ADA,A,9:15 AM,0,0,N,520,ESSEX ST,LYNN,1902,116,KERNWOOD DR,LYNN,1904,"520 ESSEX ST, LYNN, 1902","116 KERNWOOD DR, LYNN, 1904","42.466727,-70.9483039","42.492602,-70.9708926"
1803,Y,ADA,P,3:00 PM,0,0,N,117,KERNWOOD DR,LYNN,1904,521,ESSEX ST,LYNN,1902,"117 KERNWOOD DR, LYNN, 1904","521 ESSEX ST, LYNN, 1902","42.4931192,-70.97113019999999","42.4671887,-70.9478123"
1804,N,ADA,A,5:00 PM,0,0,N,5303,WASHINGTON ST,WEST ROXBURY,2132,874,N MAIN ST,RANDOLPH,2368,"5303 WASHINGTON ST, WEST ROXBURY, 2132","874 N MAIN ST, RANDOLPH, 2368","42.25866449999999,-71.16035409999999","42.1859065,-71.0557742"
1805,N,ADA,P,10:00 PM,0,0,N,875,N MAIN ST,RANDOLPH,2368,5304,WASHINGTON ST,WEST ROXBURY,2132,"875 N MAIN ST, RANDOLPH, 2368","5304 WASHINGTON ST, WEST ROXBURY, 2132","42.18599649999999,-71.0554138","42.2582734,-71.160226"
1806,N,Non-ADA,A,8:30 AM,0,0,N,24,MOUNTAIN ST,SHARON,2067,331,BROOKLINE AVE,BOSTON,2215,"24 MOUNTAIN ST, SHARON, 2067","331 BROOKLINE AVE, BOSTON, 2215","42.1093554,-71.1661143","42.34064600000001,-71.1057111"
1807,N,Non-ADA,P,11:30 AM,0,0,N,335,BROOKLINE AVE,BOSTON,2215,28,MOUNTAIN ST,SHARON,2067,"335 BROOKLINE AVE, BOSTON, 2215","28 MOUNTAIN ST, SHARON, 2067","42.3401584,-71.1059537","42.1093062,-71.166063"
1808,N,ADA,A,10:00 AM,0,0,N,33,ELMONT ST,DORCHESTER,2121,1506,DORCHESTER AVE,DORCHESTER,2122,"33 ELMONT ST, DORCHESTER, 2121","1506 DORCHESTER AVE, DORCHESTER, 2122","42.2988913,-71.0775498","42.2993781,-71.06006719999999"
1809,N,ADA,P,1:30 PM,0,0,N,49,Charles St,DORCHESTER,2122,34,ELMONT ST,DORCHESTER,2121,"49 Charles St, DORCHESTER, 2122","34 ELMONT ST, DORCHESTER, 2121","42.3001504,-71.0640889","42.2988031,-71.0775246"
1810,N,ADA,A,8:30 AM,0,0,N,147,CLARENDON ST,BOSTON,2116,22,PARKMAN ST,BOSTON,2114,"147 CLARENDON ST, BOSTON, 2116","22 PARKMAN ST, BOSTON, 2114","42.3488584,-71.0739061","42.36219,-71.0673123"
1811,N,ADA,P,5:30 PM,0,0,N,17,PARKMAN ST,BOSTON,2114,142,CLARENDON ST,BOSTON,2116,"17 PARKMAN ST, BOSTON, 2114","142 CLARENDON ST, BOSTON, 2116","42.36219029999999,-71.06728269999999","42.3487514,-71.0745651"
1812,N,ADA,A,6:55 AM,0,0,N,30,ELLSWORTH ST,BRAINTREE,2184,7,ASHBURTON PL,BOSTON,2108,"30 ELLSWORTH ST, BRAINTREE, 2184","7 ASHBURTON PL, BOSTON, 2108","42.2139731,-71.0070114","42.3590311,-71.0628329"
1813,N,ADA,A,1:45 PM,1,0,N,37,TORREY ST,DORCHESTER CENTER,2124,136,BROOKLINE AVE,BOSTON,2215,"37 TORREY ST, DORCHESTER CENTER, 2124","136 BROOKLINE AVE, BOSTON, 2215","42.287476,-71.0730828","42.34504,-71.10040699999999"
1814,N,ADA,P,3:40 PM,0,0,N,134,BROOKLINE AVE,BOSTON,2215,322,Centre St,DORCHESTER,2122,"134 BROOKLINE AVE, BOSTON, 2215","322 Centre St, DORCHESTER, 2122","42.345046,-71.1002604","42.2943654,-71.0599202"
1815,N,ADA,P,12:30 PM,0,0,N,80,BICKNELL ST,QUINCY,2169,1109,WASHINGTON ST,BRAINTREE,2184,"80 BICKNELL ST, QUINCY, 2169","1109 WASHINGTON ST, BRAINTREE, 2184","42.2511202,-70.9624218","42.1984523,-71.0070585"
1816,N,ADA,A,11:30 AM,0,0,N,1106,WASHINGTON ST,BRAINTREE,2184,77,BICKNELL ST,QUINCY,2169,"1106 WASHINGTON ST, BRAINTREE, 2184","77 BICKNELL ST, QUINCY, 2169","42.1990758,-71.0066597","42.2507933,-70.9627782"
1817,N,ADA,A,10:30 AM,1,0,N,84,CHESTNUT AVE,JAMAICA PLAIN,2130,853,BOYLSTON ST,CHESTNUT HILL,2467,"84 CHESTNUT AVE, JAMAICA PLAIN, 2130","853 BOYLSTON ST, CHESTNUT HILL, 2467","42.3197594,-71.1041717","42.3257374,-71.1553042"
1818,N,ADA,P,12:30 PM,1,0,N,854,BOYLSTON ST,CHESTNUT HILL,2467,85,CHESTNUT AVE,JAMAICA PLAIN,2130,"854 BOYLSTON ST, CHESTNUT HILL, 2467","85 CHESTNUT AVE, JAMAICA PLAIN, 2130","42.326651,-71.1501318","42.3199836,-71.10440179999999"
1819,N,ADA,A,9:00 AM,0,0,N,14,WILLOW ST,LYNN,1901,57,Federal St,SALEM,1970,"14 WILLOW ST, LYNN, 1901","57 Federal St, SALEM, 1970","42.4642992,-70.9454918","42.5229404,-70.89777289999999"
1820,Y,ADA,A,8:30 AM,0,0,N,287,LYNN SHORE DR,LYNN,1902,1652,SOLDIERS FIELD RD,BRIGHTON,2135,"287 LYNN SHORE DR, LYNN, 1902","1652 SOLDIERS FIELD RD, BRIGHTON, 2135","42.4600473,-70.9333563","42.3600932,-71.1517157"
1821,Y,ADA,P,5:30 PM,0,0,N,1651,SOLDIERS FIELD RD,BRIGHTON,2135,286,LYNN SHORE DR,LYNN,1902,"1651 SOLDIERS FIELD RD, BRIGHTON, 2135","286 LYNN SHORE DR, LYNN, 1902","42.3605216,-71.1485588","42.4613093,-70.93049549999999"
1822,N,ADA,A,10:00 AM,1,0,N,11,N COMMON TER,LYNN,1902,601,Washington St,BOSTON,2111,"11 N COMMON TER, LYNN, 1902","601 Washington St, BOSTON, 2111","42.4644813,-70.9538197","42.3529091,-71.0627284"
1823,N,ADA,P,12:30 PM,0,0,N,602,Washington St,BOSTON,2111,12,N COMMON TER,LYNN,1902,"602 Washington St, BOSTON, 2111","12 N COMMON TER, LYNN, 1902","42.3527879,-71.062573","36.0660839,-79.45774"
1825,N,ADA,P,5:15 PM,0,0,N,909,"Mass Ave, Stop & Shop - (Work)",Arlington,2476,14,Amherst St,Arlington,2474,"909 Mass Ave, Stop & Shop - (Work), Arlington, 2476","14 Amherst St, Arlington, 2474","41.6888837,-70.2131371","42.4121432,-71.1423707"
1826,N,ADA,A,10:00 AM,0,0,N,87,MACARTHUR RD,STONEHAM,2180,68,Newbury St,BOSTON,2116,"87 MACARTHUR RD, STONEHAM, 2180","68 Newbury St, BOSTON, 2116","42.496075,-71.0904089","42.3517193,-71.0738976"
1827,N,ADA,P,11:00 AM,0,0,N,74,Newbury St,BOSTON,2116,93,MACARTHUR RD,STONEHAM,2180,"74 Newbury St, BOSTON, 2116","93 MACARTHUR RD, STONEHAM, 2180","42.3516568,-71.0741279","42.496705,-71.09036499999999"
1828,N,ADA,A,12:15 PM,0,0,N,10,HAMLIN RD,NEWTON CENTER,2459,46,Garrison Rd,BROOKLINE,2445,"10 HAMLIN RD, NEWTON CENTER, 2459","46 Garrison Rd, BROOKLINE, 2445","42.3395725,-71.19921409999999","42.3373362,-71.1378573"
1829,N,ADA,A,10:00 AM,0,0,N,280,MAIN ST,WATERTOWN,2472,125,SEMINARY AVE,NEWTON,2466,"280 MAIN ST, WATERTOWN, 2472","125 SEMINARY AVE, NEWTON, 2466","42.3694061,-71.1903999","42.3391973,-71.2499981"
1830,N,ADA,A,2:00 PM,0,0,N,125,SEMINARY AVE,NEWTON,2466,170,CAMBRIDGE ST,BOSTON,2114,"125 SEMINARY AVE, NEWTON, 2466","170 CAMBRIDGE ST, BOSTON, 2114","42.3391973,-71.2499981","42.3610333,-71.0649737"
1831,N,ADA,P,4:30 PM,0,0,N,166,CAMBRIDGE ST,BOSTON,2114,276,MAIN ST,WATERTOWN,2472,"166 CAMBRIDGE ST, BOSTON, 2114","276 MAIN ST, WATERTOWN, 2472","42.3611297,-71.0649643","42.3693752,-71.1903653"
1832,N,ADA,A,9:30 AM,0,0,N,423,REVERE BEACH BLVD,REVERE,2151,178,Cambridge St,BOSTON,2114,"423 REVERE BEACH BLVD, REVERE, 2151","178 Cambridge St, BOSTON, 2114","42.423067,-70.98404140000001","42.3611234,-71.0652066"
1833,N,ADA,P,10:30 AM,0,0,N,179,Cambridge St,BOSTON,2114,389,REVERE BEACH BLVD,REVERE,2151,"179 Cambridge St, BOSTON, 2114","389 REVERE BEACH BLVD, REVERE, 2151","42.3618423,-71.0652826","42.4226001,-70.98437729999999"
